user_id,product_id,score
A10NLGRY65BI7W,B003CK2BQG,0.0
A10NLGRY65BI7W,B0051COPH6,0.0
A10QWL6SE74JBT,B001VDXO3K,0.0
A10QWL6SE74JBT,B002GSSDLW,0.0
A10QWL6SE74JBT,B003SDZEY8,0.0
A10QWL6SE74JBT,B003CK2BQG,0.0
A10QWL6SE74JBT,B0051COPH6,0.0
A10RHZAJNEWGK6,B001VDXO3K,0.0
A10RHZAJNEWGK6,B003SDZEY8,0.0
A10RHZAJNEWGK6,B003CK2BQG,0.0
A10VBC5PBRBH3E,B001VDXO3K,0.0
A10VBC5PBRBH3E,B002GSSDLW,0.0
A10VBC5PBRBH3E,B003SDZEY8,0.0
A10VBC5PBRBH3E,B003CK2BQG,0.0
A10VBC5PBRBH3E,B0051COPH6,0.0
A10WAB9X4ZZL68,B0045XE32E,0.0
A10WAB9X4ZZL68,B001VDXO3K,0.0
A10WAB9X4ZZL68,B003SDZEY8,0.0
A10WAB9X4ZZL68,B003CK2BQG,0.0
A10WAB9X4ZZL68,B0051COPH6,0.0
A10Y3BRFBGK8UB,B00474OR8G,0.0
A10Y3BRFBGK8UB,B003SDZEY8,0.0
A10Y3BRFBGK8UB,B003CK2BQG,0.0
A10YKNGWSUN0SZ,B0045XE32E,0.0
A10YKNGWSUN0SZ,B001VDXO3K,0.0
A10YKNGWSUN0SZ,B003SDZEY8,0.0
A10YKNGWSUN0SZ,B003CK2BQG,0.0
A10YKNGWSUN0SZ,B0051COPH6,0.0
A10Z8FC0SMU5VQ,B002RU3GH0,0.0
A10Z8FC0SMU5VQ,B003SDZEY8,0.0
A110JRCYDJJ9ZH,B0045XE32E,0.0
A110JRCYDJJ9ZH,B001VDXO3K,0.0
A110JRCYDJJ9ZH,B003SDZEY8,0.0
A110JRCYDJJ9ZH,B003CK2BQG,0.0
A110JRCYDJJ9ZH,B0051COPH6,0.0
A112L70RTD50OX,B0045XE32E,0.0
A112L70RTD50OX,B001VDXO3K,0.0
A112L70RTD50OX,B003CK2BQG,0.0
A112L70RTD50OX,B0051COPH6,0.0
A115EHNHHOB61D,B0045XE32E,0.0
A115EHNHHOB61D,B001VDXO3K,0.0
A115EHNHHOB61D,B003SDZEY8,0.0
A115EHNHHOB61D,B003CK2BQG,0.0
A115EHNHHOB61D,B0051COPH6,0.0
A119SZPTE05762,B0045XE32E,0.0
A119SZPTE05762,B001VDXO3K,0.0
A119SZPTE05762,B003SDZEY8,0.0
A119SZPTE05762,B003CK2BQG,0.0
A119SZPTE05762,B0051COPH6,0.0
A11D0106K8C8IX,B0045XE32E,0.0
A11D0106K8C8IX,B001VDXO3K,0.0
A11D0106K8C8IX,B003SDZEY8,0.0
A11D0106K8C8IX,B003CK2BQG,0.0
A11D0106K8C8IX,B0051COPH6,0.0
A11ETZNY80TQ2E,B0045XE32E,0.0
A11ETZNY80TQ2E,B003SDZEY8,0.0
A11ETZNY80TQ2E,B003CK2BQG,0.0
A11ETZNY80TQ2E,B0051COPH6,0.0
A11ETZNY80TQ2E,B002TSA91Q,0.0
A11HL4B4BG98GV,B00474OR8G,0.0
A11HL4B4BG98GV,B003SDZEY8,0.0
A11HL4B4BG98GV,B003CK2BQG,0.0
A11HL4B4BG98GV,B0051COPH6,0.0
A11HL4B4BG98GV,B002TSA91Q,0.0
A11I1I9QLMAM1A,B00474OR8G,0.0
A11I1I9QLMAM1A,B003SDZEY8,0.0
A11I1I9QLMAM1A,B003CK2BQG,0.0
A11I1I9QLMAM1A,B0051COPH6,0.0
A11KIKAEPHYNAM,B001VDXO3K,0.0
A11KIKAEPHYNAM,B002GSSDLW,0.0
A11KIKAEPHYNAM,B003SDZEY8,0.0
A11KIKAEPHYNAM,B003CK2BQG,0.0
A11NOXIBYIZKDM,B0045XE32E,0.0
A11NOXIBYIZKDM,B002RU3GH0,0.0
A11NOXIBYIZKDM,B002GSSDLW,0.0
A11NOXIBYIZKDM,B003SDZEY8,0.0
A11Q181FHIVLF0,B0045XE32E,0.0
A11Q181FHIVLF0,B00474OR8G,0.0
A11Q181FHIVLF0,B003SDZEY8,0.0
A11Q181FHIVLF0,B003CK2BQG,0.0
A11Q181FHIVLF0,B0051COPH6,0.0
A11QKD8EOBIT7G,B0045XE32E,0.0
A11QKD8EOBIT7G,B00474OR8G,0.0
A11QKD8EOBIT7G,B003SDZEY8,0.0
A11QKD8EOBIT7G,B003CK2BQG,0.0
A11QKD8EOBIT7G,B0051COPH6,0.0
A11RD6T0PGW10O,B0045XE32E,0.0
A11RD6T0PGW10O,B00474OR8G,0.0
A11RD6T0PGW10O,B003SDZEY8,0.0
A11RD6T0PGW10O,B003CK2BQG,0.0
A11RD6T0PGW10O,B0051COPH6,0.0
A11V6WFPYUV73F,B0045XE32E,0.0
A11V6WFPYUV73F,B001VDXO3K,0.0
A11V6WFPYUV73F,B002GSSDLW,0.0
A11V6WFPYUV73F,B003SDZEY8,0.0
A11YOTONCPRQ9S,B0045XE32E,0.0
A11YOTONCPRQ9S,B00474OR8G,0.0
A11YOTONCPRQ9S,B003SDZEY8,0.0
A11YOTONCPRQ9S,B003CK2BQG,0.0
A11YOTONCPRQ9S,B0051COPH6,0.0
A1202XB7HAPJ3U,B0045XE32E,0.0
A1202XB7HAPJ3U,B00474OR8G,0.0
A1202XB7HAPJ3U,B003SDZEY8,0.0
A1202XB7HAPJ3U,B003CK2BQG,0.0
A1202XB7HAPJ3U,B0051COPH6,0.0
A124WTO6ZFHMU,B00474OR8G,0.0
A124WTO6ZFHMU,B003SDZEY8,0.0
A124WTO6ZFHMU,B003CK2BQG,0.0
A124WTO6ZFHMU,B0051COPH6,0.0
A124WTO6ZFHMU,B002TSA91Q,0.0
A125QJ6U0BRGMP,B001D0GVAO,0.0
A125QJ6U0BRGMP,B003SDZEY8,0.0
A125QJ6U0BRGMP,B003CK2BQG,0.0
A125VNWJ2Y4VTM,B008JKU2CO,1.414213562373095
A125VNWJ2Y4VTM,B001E5E074,0.0
A125VNWJ2Y4VTM,B000W0A78S,0.0
A128SSF96ERZTA,B0045XE32E,0.0
A128SSF96ERZTA,B00474OR8G,0.0
A128SSF96ERZTA,B003SDZEY8,0.0
A128SSF96ERZTA,B003CK2BQG,0.0
A128SSF96ERZTA,B0051COPH6,0.0
A12FMRU69K335E,B0045XE32E,0.0
A12FMRU69K335E,B003SDZEY8,0.0
A12FMRU69K335E,B003CK2BQG,0.0
A12FMRU69K335E,B0051COPH6,0.0
A12GWHCJ257NSN,B0045XE32E,0.0
A12GWHCJ257NSN,B00474OR8G,0.0
A12GWHCJ257NSN,B003CK2BQG,0.0
A12GWHCJ257NSN,B0051COPH6,0.0
A12L1NY994GXSF,B0045XE32E,0.0
A12L1NY994GXSF,B00474OR8G,0.0
A12L1NY994GXSF,B003SDZEY8,0.0
A12L1NY994GXSF,B003CK2BQG,0.0
A12L1NY994GXSF,B0051COPH6,0.0
A12OWQQQC0MUAC,B001VDXO3K,0.0
A12OWQQQC0MUAC,B003SDZEY8,0.0
A12OWQQQC0MUAC,B003CK2BQG,0.0
A12S548AI0R7DU,B0045XE32E,0.0
A12S548AI0R7DU,B00474OR8G,0.0
A12S548AI0R7DU,B003SDZEY8,0.0
A12S548AI0R7DU,B003CK2BQG,0.0
A12S548AI0R7DU,B0051COPH6,0.0
A12SBVZP1QK9GM,B0045XE32E,0.0
A12SBVZP1QK9GM,B00474OR8G,0.0
A12SBVZP1QK9GM,B003SDZEY8,0.0
A12SBVZP1QK9GM,B003CK2BQG,0.0
A12SBVZP1QK9GM,B0051COPH6,0.0
A12T0QLHJ9OBIH,B0045XE32E,0.0
A12T0QLHJ9OBIH,B00474OR8G,0.0
A12T0QLHJ9OBIH,B003SDZEY8,0.0
A12T0QLHJ9OBIH,B003CK2BQG,0.0
A12T0QLHJ9OBIH,B0051COPH6,0.0
A12VLOBV2FEI7P,B0045XE32E,0.0
A12VLOBV2FEI7P,B00474OR8G,0.0
A12VLOBV2FEI7P,B003SDZEY8,0.0
A12VLOBV2FEI7P,B003CK2BQG,0.0
A12VLOBV2FEI7P,B0051COPH6,0.0
A12XCG0096D6RA,B00474OR8G,0.0
A12XCG0096D6RA,B003SDZEY8,0.0
A12XCG0096D6RA,B003CK2BQG,0.0
A12XCG0096D6RA,B0051COPH6,0.0
A12XCG0096D6RA,B002TSA91Q,0.0
A132ETQPMHQ585,B0045XE32E,0.0
A132ETQPMHQ585,B003SDZEY8,0.0
A132ETQPMHQ585,B003CK2BQG,0.0
A132ETQPMHQ585,B0051COPH6,0.0
A132ETQPMHQ585,B002TSA91Q,0.0
A13435UWS8BEQI,B0045XE32E,0.0
A13435UWS8BEQI,B001VDXO3K,0.0
A13435UWS8BEQI,B003SDZEY8,0.0
A13435UWS8BEQI,B003CK2BQG,0.0
A13435UWS8BEQI,B0051COPH6,0.0
A134OXKUUA2N57,B0045XE32E,0.0
A134OXKUUA2N57,B001VDXO3K,0.0
A134OXKUUA2N57,B003SDZEY8,0.0
A134OXKUUA2N57,B003CK2BQG,0.0
A134OXKUUA2N57,B0051COPH6,0.0
A136TVLDO48M1L,B0045XE32E,0.0
A136TVLDO48M1L,B001VDXO3K,0.0
A136TVLDO48M1L,B003SDZEY8,0.0
A136TVLDO48M1L,B003CK2BQG,0.0
A136TVLDO48M1L,B0051COPH6,0.0
A1370WMVIXTD6F,B0045XE32E,0.0
A1370WMVIXTD6F,B001VDXO3K,0.0
A1370WMVIXTD6F,B003SDZEY8,0.0
A1370WMVIXTD6F,B003CK2BQG,0.0
A1370WMVIXTD6F,B0051COPH6,0.0
A13BP6UB3DFRD2,B0045XE32E,0.0
A13BP6UB3DFRD2,B001VDXO3K,0.0
A13BP6UB3DFRD2,B003SDZEY8,0.0
A13BP6UB3DFRD2,B003CK2BQG,0.0
A13BP6UB3DFRD2,B0051COPH6,0.0
A13E0ARAXI6KJW,B0045XE32E,0.0
A13E0ARAXI6KJW,B001VDXO3K,0.0
A13E0ARAXI6KJW,B003SDZEY8,0.0
A13E0ARAXI6KJW,B003CK2BQG,0.0
A13E0ARAXI6KJW,B0051COPH6,0.0
A13IVRFE5VUNAU,B0045XE32E,0.0
A13IVRFE5VUNAU,B001VDXO3K,0.0
A13IVRFE5VUNAU,B003SDZEY8,0.0
A13IVRFE5VUNAU,B003CK2BQG,0.0
A13IVRFE5VUNAU,B0051COPH6,0.0
A13J4FMAI8JGUS,B000GFYRM6,0.0
A13J4FMAI8JGUS,B001D0GVAO,0.0
A13J4FMAI8JGUS,B002GSSDLW,0.0
A13MS1JQG2ADOJ,B0045XE32E,0.0
A13MS1JQG2ADOJ,B001VDXO3K,0.0
A13MS1JQG2ADOJ,B003SDZEY8,0.0
A13MS1JQG2ADOJ,B003CK2BQG,0.0
A13MS1JQG2ADOJ,B0051COPH6,0.0
A13P748VEORSR,B001VDXO3K,0.0
A13P748VEORSR,B002GSSDLW,0.0
A13P748VEORSR,B003SDZEY8,0.0
A13P748VEORSR,B003CK2BQG,0.0
A13P748VEORSR,B0051COPH6,0.0
A13QW5FDZ1EQPE,B0045XE32E,0.0
A13QW5FDZ1EQPE,B002RU3GH0,0.0
A13QW5FDZ1EQPE,B002GSSDLW,0.0
A13QW5FDZ1EQPE,B003SDZEY8,0.0
A13U8TXLYWCTV6,B004OQBC8K,3.5355339059327373
A13U8TXLYWCTV6,B001VDXO3K,0.0
A13U8TXLYWCTV6,B002GSSDLW,0.0
A13U8TXLYWCTV6,B003SDZEY8,0.0
A13VLDD94TDX6G,B0045XE32E,0.0
A13VLDD94TDX6G,B001VDXO3K,0.0
A13VLDD94TDX6G,B003SDZEY8,0.0
A13VLDD94TDX6G,B003CK2BQG,0.0
A13VLDD94TDX6G,B0051COPH6,0.0
A13VNJDGKKCGB6,B0045XE32E,0.0
A13XQPWNCS2CHP,B0045XE32E,0.0
A13XQPWNCS2CHP,B001VDXO3K,0.0
A13XQPWNCS2CHP,B003SDZEY8,0.0
A13XQPWNCS2CHP,B003CK2BQG,0.0
A13XQPWNCS2CHP,B0051COPH6,0.0
A13YDB1VA6XW8T,B0045XE32E,0.0
A13YDB1VA6XW8T,B001VDXO3K,0.0
A13YDB1VA6XW8T,B003SDZEY8,0.0
A13YDB1VA6XW8T,B003CK2BQG,0.0
A13YDB1VA6XW8T,B0051COPH6,0.0
A13YE4LEWC0GHR,B0045XE32E,0.0
A13YE4LEWC0GHR,B001VDXO3K,0.0
A13YE4LEWC0GHR,B003SDZEY8,0.0
A13YE4LEWC0GHR,B003CK2BQG,0.0
A13YE4LEWC0GHR,B0051COPH6,0.0
A141FW9KFSBRD0,B0045XE32E,0.0
A141FW9KFSBRD0,B001VDXO3K,0.0
A141FW9KFSBRD0,B003SDZEY8,0.0
A141FW9KFSBRD0,B003CK2BQG,0.0
A141FW9KFSBRD0,B0051COPH6,0.0
A1426699I1VFCG,B0045XE32E,0.0
A1426699I1VFCG,B001VDXO3K,0.0
A1426699I1VFCG,B003SDZEY8,0.0
A1426699I1VFCG,B003CK2BQG,0.0
A1426699I1VFCG,B0051COPH6,0.0
A142BXQQN0HHWN,B001VDXO3K,0.0
A142BXQQN0HHWN,B002GSSDLW,0.0
A142BXQQN0HHWN,B003SDZEY8,0.0
A142CJN2IB9C9Q,B0045XE32E,0.0
A142CJN2IB9C9Q,B001VDXO3K,0.0
A142CJN2IB9C9Q,B003SDZEY8,0.0
A142CJN2IB9C9Q,B003CK2BQG,0.0
A1431FE27RXUEN,B0045XE32E,0.0
A1431FE27RXUEN,B003SDZEY8,0.0
A1431FE27RXUEN,B003CK2BQG,0.0
A1431FE27RXUEN,B0051COPH6,0.0
A1431FE27RXUEN,B002TSA91Q,0.0
A143D94YDG2R5K,B00474OR8G,0.0
A143D94YDG2R5K,B003SDZEY8,0.0
A143D94YDG2R5K,B003CK2BQG,0.0
A143D94YDG2R5K,B0051COPH6,0.0
A143D94YDG2R5K,B002TSA91Q,0.0
A1440U079S0NYP,B0045XE32E,0.0
A1440U079S0NYP,B00474OR8G,0.0
A1440U079S0NYP,B003SDZEY8,0.0
A1440U079S0NYP,B003CK2BQG,0.0
A1440U079S0NYP,B0051COPH6,0.0
A14536WWTNFFUM,B0045XE32E,0.0
A14536WWTNFFUM,B00474OR8G,0.0
A14536WWTNFFUM,B003SDZEY8,0.0
A14536WWTNFFUM,B003CK2BQG,0.0
A14536WWTNFFUM,B0051COPH6,0.0
A145EV5IKFAZCT,B0045XE32E,0.0
A145EV5IKFAZCT,B00474OR8G,0.0
A145EV5IKFAZCT,B003SDZEY8,0.0
A145EV5IKFAZCT,B003CK2BQG,0.0
A145EV5IKFAZCT,B0051COPH6,0.0
A146FY0UNNL1RZ,B0045XE32E,0.0
A146FY0UNNL1RZ,B00474OR8G,0.0
A146FY0UNNL1RZ,B003SDZEY8,0.0
A146FY0UNNL1RZ,B003CK2BQG,0.0
A146FY0UNNL1RZ,B0051COPH6,0.0
A14CUHECF4B9N9,B0045XE32E,0.0
A14CUHECF4B9N9,B00474OR8G,0.0
A14CUHECF4B9N9,B003SDZEY8,0.0
A14CUHECF4B9N9,B003CK2BQG,0.0
A14CUHECF4B9N9,B0051COPH6,0.0
A14ELYDYX7LOFQ,B0045XE32E,0.0
A14ELYDYX7LOFQ,B002RU3GH0,0.0
A14ELYDYX7LOFQ,B002GSSDLW,0.0
A14ELYDYX7LOFQ,B003SDZEY8,0.0
A14H5GNH2EIPAC,B0045XE32E,0.0
A14H5GNH2EIPAC,B00474OR8G,0.0
A14H5GNH2EIPAC,B003SDZEY8,0.0
A14H5GNH2EIPAC,B003CK2BQG,0.0
A14H5GNH2EIPAC,B0051COPH6,0.0
A14HQ5J8BOOBI,B0045XE32E,0.0
A14HQ5J8BOOBI,B00474OR8G,0.0
A14HQ5J8BOOBI,B003SDZEY8,0.0
A14HQ5J8BOOBI,B003CK2BQG,0.0
A14IFGEL084CO9,B0045XE32E,0.0
A14IFGEL084CO9,B00474OR8G,0.0
A14IFGEL084CO9,B003SDZEY8,0.0
A14IFGEL084CO9,B003CK2BQG,0.0
A14IFGEL084CO9,B0051COPH6,0.0
A14II1SA3FSE6R,B001VDXO3K,0.0
A14II1SA3FSE6R,B002GSSDLW,0.0
A14II1SA3FSE6R,B003SDZEY8,0.0
A14II1SA3FSE6R,B003CK2BQG,0.0
A14II1SA3FSE6R,B0051COPH6,0.0
A14LZAZK4FATYF,B001VDXO3K,0.0
A14LZAZK4FATYF,B002GSSDLW,0.0
A14LZAZK4FATYF,B003SDZEY8,0.0
A14LZAZK4FATYF,B003CK2BQG,0.0
A14LZAZK4FATYF,B0051COPH6,0.0
A14MSHFCXPARFS,B002RU3GH0,0.0
A14MSHFCXPARFS,B003SDZEY8,0.0
A14NYKUGLMPPUI,B0045XE32E,0.0
A14NYKUGLMPPUI,B00474OR8G,0.0
A14NYKUGLMPPUI,B003SDZEY8,0.0
A14NYKUGLMPPUI,B003CK2BQG,0.0
A14NYKUGLMPPUI,B0051COPH6,0.0
A14V7ME5Z0JUUA,B0045XE32E,0.0
A14V7ME5Z0JUUA,B00474OR8G,0.0
A14V7ME5Z0JUUA,B003SDZEY8,0.0
A14V7ME5Z0JUUA,B003CK2BQG,0.0
A14V7ME5Z0JUUA,B0051COPH6,0.0
A14ZMTS3J55PRQ,B0045XE32E,0.0
A14ZMTS3J55PRQ,B00474OR8G,0.0
A14ZMTS3J55PRQ,B003SDZEY8,0.0
A14ZMTS3J55PRQ,B003CK2BQG,0.0
A14ZMTS3J55PRQ,B0051COPH6,0.0
A152I1BISLYNP9,B0045XE32E,0.0
A152I1BISLYNP9,B00474OR8G,0.0
A152I1BISLYNP9,B003SDZEY8,0.0
A152I1BISLYNP9,B003CK2BQG,0.0
A152I1BISLYNP9,B0051COPH6,0.0
A152WV7RWE5QJI,B001VDXO3K,0.0
A152WV7RWE5QJI,B003SDZEY8,0.0
A152WV7RWE5QJI,B003CK2BQG,0.0
A154ZFWMTG4FI5,B0045XE32E,0.0
A154ZFWMTG4FI5,B00474OR8G,0.0
A154ZFWMTG4FI5,B003SDZEY8,0.0
A154ZFWMTG4FI5,B003CK2BQG,0.0
A154ZFWMTG4FI5,B0051COPH6,0.0
A1581A8ZA2HYUG,B0045XE32E,0.0
A1581A8ZA2HYUG,B00474OR8G,0.0
A1581A8ZA2HYUG,B003SDZEY8,0.0
A1581A8ZA2HYUG,B003CK2BQG,0.0
A1581A8ZA2HYUG,B0051COPH6,0.0
A158F5VSX3GNIN,B0045XE32E,0.0
A158F5VSX3GNIN,B002RU3GH0,0.0
A158F5VSX3GNIN,B002GSSDLW,0.0
A158F5VSX3GNIN,B003SDZEY8,0.0
A15A0MU9Q6GL1Q,B0045XE32E,0.0
A15A0MU9Q6GL1Q,B00474OR8G,0.0
A15A0MU9Q6GL1Q,B003SDZEY8,0.0
A15A0MU9Q6GL1Q,B003CK2BQG,0.0
A15A0MU9Q6GL1Q,B0051COPH6,0.0
A15CVU4HTWO4CN,B00474OR8G,0.0
A15CVU4HTWO4CN,B003SDZEY8,0.0
A15CVU4HTWO4CN,B003CK2BQG,0.0
A15CVU4HTWO4CN,B0051COPH6,0.0
A15CVU4HTWO4CN,B002TSA91Q,0.0
A15DB87F3SPEHK,B00474OR8G,0.0
A15DB87F3SPEHK,B003SDZEY8,0.0
A15DB87F3SPEHK,B003CK2BQG,0.0
A15EEOHPAISVRB,B0045XE32E,0.0
A15EEOHPAISVRB,B003SDZEY8,0.0
A15EEOHPAISVRB,B003CK2BQG,0.0
A15F7RMPAPU4RB,B0045XE32E,0.0
A15F7RMPAPU4RB,B001VDXO3K,0.0
A15F7RMPAPU4RB,B003SDZEY8,0.0
A15F7RMPAPU4RB,B003CK2BQG,0.0
A15F7RMPAPU4RB,B0051COPH6,0.0
A15ICWKFW6AYT1,B0045XE32E,0.0
A15ICWKFW6AYT1,B001VDXO3K,0.0
A15ICWKFW6AYT1,B003SDZEY8,0.0
A15ICWKFW6AYT1,B003CK2BQG,0.0
A15ICWKFW6AYT1,B0051COPH6,0.0
A15JB2HEZ6RKGW,B0045XE32E,0.0
A15JB2HEZ6RKGW,B001VDXO3K,0.0
A15JB2HEZ6RKGW,B003SDZEY8,0.0
A15JB2HEZ6RKGW,B003CK2BQG,0.0
A15JB2HEZ6RKGW,B0051COPH6,0.0
A15JWB21LCDHIW,B0045XE32E,0.0
A15JWB21LCDHIW,B001VDXO3K,0.0
A15JWB21LCDHIW,B003SDZEY8,0.0
A15JWB21LCDHIW,B003CK2BQG,0.0
A15JWB21LCDHIW,B0051COPH6,0.0
A15KGZYG7BFU79,B0045XE32E,0.0
A15KGZYG7BFU79,B001VDXO3K,0.0
A15KGZYG7BFU79,B003SDZEY8,0.0
A15KGZYG7BFU79,B003CK2BQG,0.0
A15KGZYG7BFU79,B0051COPH6,0.0
A15KUJW1UUK02R,B0045XE32E,0.0
A15KUJW1UUK02R,B001VDXO3K,0.0
A15KUJW1UUK02R,B003SDZEY8,0.0
A15KUJW1UUK02R,B003CK2BQG,0.0
A15KUJW1UUK02R,B0051COPH6,0.0
A15L8BHKB40GD2,B0045XE32E,0.0
A15L8BHKB40GD2,B001VDXO3K,0.0
A15L8BHKB40GD2,B003SDZEY8,0.0
A15L8BHKB40GD2,B003CK2BQG,0.0
A15L8BHKB40GD2,B0051COPH6,0.0
A15NB6PGR33G14,B0045XE32E,0.0
A15NB6PGR33G14,B001D0GVAO,0.0
A15NB6PGR33G14,B003SDZEY8,0.0
A15NB6PGR33G14,B003CK2BQG,0.0
A15ORBIHU2WEIW,B001VDXO3K,0.0
A15ORBIHU2WEIW,B002GSSDLW,0.0
A15ORBIHU2WEIW,B003SDZEY8,0.0
A15ORBIHU2WEIW,B003CK2BQG,0.0
A15ORBIHU2WEIW,B0051COPH6,0.0
A15SEQGWNHGEAR,B001VDXO3K,0.0
A15SEQGWNHGEAR,B002GSSDLW,0.0
A15SEQGWNHGEAR,B003SDZEY8,0.0
A15SEQGWNHGEAR,B003CK2BQG,0.0
A15SSNWHGQLIUW,B001VDXO3K,0.0
A15SSNWHGQLIUW,B003SDZEY8,0.0
A15SSNWHGQLIUW,B003CK2BQG,0.0
A15UXFXH7CSU9Y,B0045XE32E,0.0
A15UXFXH7CSU9Y,B001VDXO3K,0.0
A15UXFXH7CSU9Y,B003SDZEY8,0.0
A15UXFXH7CSU9Y,B003CK2BQG,0.0
A15UXFXH7CSU9Y,B0051COPH6,0.0
A15WHJDFMMYD92,B0045XE32E,0.0
A15WHJDFMMYD92,B001VDXO3K,0.0
A15WHJDFMMYD92,B003SDZEY8,0.0
A15WHJDFMMYD92,B003CK2BQG,0.0
A15WHJDFMMYD92,B0051COPH6,0.0
